object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
23798919,55.722656,-5.679190,193.071112,-43.968682,0,0.0189,0.0554,0.0202,36.9650,0.045,64
23800471,40.605469,-19.155010,201.468106,-63.337838,0,0.0000,0.0000,0.0000,nan,0.032,65
23853185,219.821426,-42.609806,323.241158,15.969025,0,0.2924,0.2926,0.0081,40.8927,0.103,88
23858299,158.203125,-14.323464,259.579049,36.620954,0,0.2018,0.4923,0.1392,42.2208,0.064,90
23864604,227.988281,-24.624317,339.318584,28.144603,0,0.0000,0.0000,0.0000,nan,0.094,16
23897466,343.399994,-47.945496,342.768713,-59.052530,0,0.3807,0.3960,0.0106,41.6586,0.008,90
23918800,146.777344,-33.510056,264.431689,15.246539,0,0.0750,0.0973,0.0152,38.2514,0.115,15
23942408,280.371094,-35.318771,359.867968,-13.419974,0,0.0000,0.0000,0.0000,nan,0.103,16
23958888,346.640625,-39.257931,357.161778,-65.063123,0,1.5200,1.4135,0.1346,45.0297,0.011,95
23962848,39.375000,-0.746060,171.327413,-53.344837,0,0.0000,0.0000,0.0000,nan,0.027,92
23976241,161.894531,-20.423615,267.472359,33.783530,0,0.0000,0.0000,0.0000,nan,0.034,65
24018021,37.617188,-39.644398,250.604521,-65.957874,0,0.1418,0.1302,0.0113,38.9318,0.016,52
24029393,124.763031,-50.674160,266.488399,-8.182482,0,0.0801,0.0864,1.0015,37.9791,0.716,62
24063531,126.914062,-2.537361,226.791573,20.012352,0,0.0000,0.0000,0.0000,nan,0.025,65
24105587,226.406250,-18.681826,341.992086,33.821585,0,0.0000,0.0000,0.0000,nan,0.066,65
24134492,160.714279,-49.507675,282.502095,8.195178,0,0.0722,0.0506,0.0187,36.7614,0.305,62
24150823,129.550781,-11.719760,236.484196,17.386270,0,0.1942,0.1893,0.0327,39.8231,0.046,90
24151288,63.984375,-8.536388,201.841812,-38.321659,0,0.1714,0.2192,0.2146,40.1789,0.053,42
24171671,221.523605,-46.375080,322.711099,12.046633,0,0.1375,0.1229,1.1339,38.7967,0.134,42
24202359,81.577538,-55.299438,263.166879,-33.971302,0,0.2669,0.2801,0.0208,40.7836,0.037,88
24244958,66.415665,-59.298950,269.703402,-41.452455,0,0.1067,0.1231,0.0146,38.8002,0.016,15
24262798,295.839844,-29.656013,10.397601,-23.536808,0,0.1436,0.1231,0.9610,38.7992,0.112,52
24271581,194.062500,-8.536388,304.971764,54.316299,0,0.0000,0.0000,0.0000,nan,0.028,92
24302222,166.712601,-42.210369,283.020763,16.581960,0,0.2680,0.5039,0.2561,42.2812,0.099,15
24308102,109.160156,-28.291550,240.958191,-7.476059,0,0.0000,0.0000,0.0000,nan,0.187,92
24344790,81.048386,-55.490841,263.402481,-34.269462,0,0.3330,0.4758,0.1604,42.1319,0.036,90
24387059,201.648651,-55.682144,307.909444,6.849465,0,0.0000,0.0000,0.0000,nan,0.485,6
24400626,357.714844,-28.630989,23.006794,-76.538309,0,0.1321,0.1581,0.0295,39.3910,0.017,90
24408486,126.776649,-53.379799,269.455721,-8.670213,0,0.0000,0.0000,0.0000,nan,0.313,53
24415853,336.445312,-10.958863,51.083734,-52.170444,0,0.2765,0.2690,0.0241,40.6830,0.035,42
24416988,190.371094,-37.544327,300.750032,25.285249,0,0.0000,0.0000,0.0000,nan,0.071,16
24427839,326.772156,-45.586655,353.512529,-49.261100,0,0.3205,0.3463,0.0260,41.3174,0.015,90
24460057,300.234375,1.641510,42.546645,-14.631392,0,0.3971,0.3876,0.9831,41.6039,0.135,15
24478535,315.000000,-32.266235,12.270280,-40.074659,0,0.5367,0.5630,0.0192,42.5717,0.078,90
24499337,231.855469,-37.168900,334.374998,16.003038,0,0.0000,0.0000,0.0000,nan,0.167,16
24531840,264.726562,-6.729813,18.366529,12.805387,0,0.0000,0.0000,0.0000,nan,0.954,6
24540253,331.699219,-8.385539,50.794276,-46.834529,0,0.2550,0.5079,0.2576,42.3021,0.028,42
24545311,67.675781,-22.669609,220.528169,-40.461449,0,0.0762,0.0974,0.0216,38.2531,0.050,42
24548184,348.467346,-52.994610,331.277077,-58.429866,0,0.1332,0.1678,0.0136,39.5338,0.010,15
24623093,359.369171,-50.091457,323.530262,-64.823524,0,1.6136,1.1753,0.1851,44.5341,0.009,88
24719653,247.675781,-27.953188,350.966312,13.841648,0,0.0000,0.0000,0.0000,nan,0.463,16
24751465,58.705585,-53.379799,263.736645,-47.373499,0,2.0426,2.0797,0.2487,46.0610,0.012,88
24759799,171.914062,-14.323464,274.237421,43.830938,0,0.3936,0.4123,1.1000,41.7624,0.038,90
24768787,275.625000,-40.423901,353.510149,-12.143266,0,0.3995,0.4148,0.0193,41.7779,0.079,90
24779747,114.980316,-42.210369,255.658130,-9.668072,0,0.0000,0.0000,0.0000,nan,0.292,16
24815969,355.250000,-56.637199,321.189617,-57.923953,0,0.3559,0.3616,0.0407,41.4266,0.011,90
24869474,61.875000,-32.266235,232.128857,-47.475993,0,0.3086,0.3156,0.0825,41.0825,0.011,90
24894879,195.644531,-33.868706,305.574418,28.945877,0,0.0000,0.0000,0.0000,nan,0.051,65
24915102,5.097656,-21.061817,71.855965,-80.676993,0,0.2075,0.2030,0.0122,39.9924,0.018,15
24939880,108.105469,-13.861950,227.635582,-1.733044,0,0.0000,0.0000,0.0000,nan,0.718,92
24960613,56.601562,-41.212543,245.991979,-51.639555,0,0.0000,0.0000,0.0000,nan,0.012,65
25010781,14.414062,1.641510,126.157944,-61.191281,0,0.4129,0.4150,0.8144,41.7791,0.024,90
25067646,326.497803,-47.553680,350.637196,-48.675979,0,0.2474,0.2539,0.0089,40.5408,0.018,88
25076289,282.469879,-43.207821,352.931811,-17.925304,0,0.1091,0.2158,0.3468,40.1407,0.063,15
25084785,164.355469,-27.615883,274.082792,28.792442,0,0.3248,0.3286,0.0060,41.1847,0.067,90
25094602,194.074890,-47.553680,303.782355,15.310040,0,0.0000,0.0000,0.0000,nan,0.122,6
25110491,192.304688,-18.681826,302.198993,44.186763,0,0.8900,0.9067,0.0596,43.8374,0.044,42
25158157,78.925781,-9.594068,210.767305,-25.594366,0,0.1592,0.1670,0.0146,39.5220,0.147,15
25176849,18.281250,-34.409527,271.674092,-81.359695,0,0.2038,0.1927,1.1946,39.8660,0.017,42
25203632,20.390625,-2.537361,140.554274,-64.373495,0,0.1266,0.0804,0.0260,37.8137,0.035,67
25206315,221.660156,-5.979157,347.283528,46.732056,0,0.1662,0.1596,0.0219,39.4133,0.051,42
25295827,330.468750,-0.746060,58.681708,-41.544008,0,0.2472,0.2439,0.0116,40.4412,0.065,62
25307100,130.253906,-28.971533,251.286141,7.896512,0,0.0000,0.0000,0.0000,nan,0.160,16
25346235,67.324219,1.193748,193.720343,-30.507594,0,0.4080,0.4277,0.0159,41.8565,0.094,90
25349628,346.816406,-1.492246,74.289956,-54.215874,0,0.1613,0.1939,0.0151,39.8812,0.055,42
25349710,169.628906,-22.346588,276.250389,35.664995,0,0.3525,0.2897,0.9935,40.8677,0.049,15
25351681,67.675781,-7.180756,202.490862,-34.456946,0,0.0000,0.0000,0.0000,nan,0.045,16
25403895,209.531250,-30.865255,319.428535,29.861304,0,0.1562,0.1643,0.0119,39.4827,0.046,42
25517472,119.707031,-20.742380,239.048277,4.572956,0,0.0000,0.0000,0.0000,nan,0.236,92
25521977,197.050781,-25.613083,307.671986,37.104315,0,0.1696,0.1797,0.0108,39.6982,0.096,90
25555559,295.664062,-1.044512,37.903860,-11.860198,0,0.5769,0.3487,0.1181,41.3343,0.187,90
25571966,29.692623,-44.201530,268.916310,-68.216391,0,0.1042,0.1681,0.0494,39.5369,0.011,42
25574478,44.824219,-35.685333,238.416187,-61.553360,0,0.0561,0.0866,0.0232,37.9820,0.018,15
25576261,97.382812,-23.480536,231.949589,-15.045638,0,0.0275,0.0201,0.0222,34.7130,0.047,62
25595594,226.545059,-46.375080,325.829075,10.419828,0,0.4395,0.3808,0.3465,41.5585,0.217,90
25656040,196.523438,-21.863451,307.430929,40.880234,0,0.0000,0.0000,0.0000,nan,0.096,65
25736324,134.472656,-26.944359,252.004366,12.078767,0,0.2812,0.2759,0.0176,40.7466,0.099,42
25760694,227.812500,-36.238361,332.109790,18.590297,0,1.2167,1.1898,0.1897,44.5671,0.099,88
25793380,298.652344,-36.053589,4.370984,-27.657939,0,0.0000,0.0000,0.0000,nan,0.087,16
25796793,116.894531,-9.291553,227.724500,8.012065,0,0.0000,0.0000,0.0000,nan,0.105,92
25797702,170.332031,-7.782714,267.717732,48.829881,0,0.2124,0.2669,0.1719,40.6637,0.034,90
25811645,48.867188,-0.746060,181.644166,-46.537216,0,0.1644,0.1126,0.0195,38.5906,0.056,42
25842167,354.023438,-25.117701,35.472945,-72.985224,0,0.3908,0.4226,0.0368,41.8258,0.017,90
25878620,69.785156,-36.423573,238.886431,-41.418244,0,0.7638,0.7721,0.0339,43.4079,0.013,88
25898640,252.822586,-55.490841,332.550828,-7.086045,0,0.1359,0.1076,0.0232,38.4849,0.192,52
25899313,11.425781,-38.300922,308.714812,-78.762862,0,0.3647,0.4829,1.0852,42.1705,0.009,90
25911646,165.059998,-43.008633,282.221166,15.346850,0,0.0000,0.0000,0.0000,nan,0.175,92
25959392,349.084167,-52.416012,331.544171,-59.104604,0,0.0000,0.0000,0.0000,nan,0.009,65
25964391,119.882812,-6.729813,226.938107,11.848411,0,0.4517,0.5150,0.4404,42.3381,0.064,90
25993961,152.929688,-22.508005,261.155122,27.124666,0,0.1197,0.0836,0.0161,37.9022,0.075,90
25999235,168.046875,-6.429418,263.712106,48.736768,0,0.1206,0.1126,0.0143,38.5915,0.037,67
26004183,32.167969,-36.795330,248.373771,-71.034245,0,0.1379,2.6765,1.1471,46.7272,0.012,15
26010073,68.730469,-2.388015,198.131250,-31.191544,0,2.6098,2.2455,0.1903,46.2643,0.055,88
26028873,283.359375,-19.629557,15.527725,-9.235670,0,0.0919,0.1157,0.3038,38.6554,0.168,90
26044516,213.222656,-31.738394,322.517718,28.016769,0,0.4716,0.4592,0.0247,42.0398,0.064,90
26051910,93.515625,-30.865255,237.825016,-20.975121,0,0.9928,1.4081,0.2689,45.0194,0.034,95
26055012,129.375000,-36.981888,257.250640,2.469745,0,0.0000,0.0000,0.0000,nan,0.518,92
26076496,256.640625,-8.536388,12.452951,18.732889,0,0.0000,0.0000,0.0000,nan,0.551,16
26082555,239.589844,-12.329984,358.078102,29.906385,0,0.0000,0.0000,0.0000,nan,0.173,65
26109323,6.503906,-28.630989,16.484194,-84.185489,0,0.1079,0.0812,0.4565,37.8359,0.014,62
26153680,175.078125,-39.644398,288.322774,21.201111,0,0.3569,0.3018,0.7233,40.9702,0.113,90
26205971,309.199219,-13.248015,32.470652,-29.266257,0,0.4665,0.4401,0.0188,41.9305,0.042,90
26264757,46.582031,-34.228867,235.102861,-60.286532,0,0.0000,0.0000,0.0000,nan,0.015,16
26266459,31.640625,3.433834,156.503197,-54.466570,0,0.6857,0.6787,0.0347,43.0650,0.033,88
26314776,312.980774,-61.189777,334.836613,-37.935602,0,0.4795,0.2564,0.3081,40.5646,0.043,90
26326935,60.996094,-12.024699,204.174119,-42.524381,0,0.2386,0.2125,0.0193,40.1034,0.057,90
26349399,255.179642,-59.109406,330.455468,-10.314360,0,0.2188,2.5937,1.2959,46.6446,0.146,90
26377018,184.394531,-31.039240,294.445832,31.273960,0,0.2672,0.2970,0.1218,40.9301,0.049,15
26382287,318.867188,-37.356377,5.980893,-43.834062,0,0.0000,0.0000,0.0000,nan,0.038,16
26385586,352.265625,-31.213543,15.204824,-71.589696,0,0.0787,0.0753,0.0124,37.6622,0.015,15
26400170,324.843750,1.641510,56.904480,-35.593472,0,0.1972,0.2989,1.0340,40.9463,0.052,15
26412306,134.824219,-31.039240,255.417007,9.705132,0,0.1469,0.1996,0.0116,39.9509,0.268,15
26463927,96.503906,-2.089372,211.893901,-6.608187,0,0.0000,0.0000,0.0000,nan,0.389,16
26489467,112.675781,-6.279288,223.040455,5.793902,0,0.6555,0.6970,0.0725,43.1356,0.142,90
26531786,346.102936,-52.029728,334.483037,-58.038478,0,0.3162,0.3169,0.0078,41.0926,0.008,62
26580529,250.488281,-12.941632,4.954688,21.240070,0,0.3254,0.5058,0.0500,42.2910,0.376,90
26606820,107.050781,-32.089951,243.599156,-10.785523,0,0.9755,0.9797,0.0099,44.0452,0.138,88
26668006,203.730469,-13.861950,318.710974,47.673137,0,0.1146,0.1223,0.0143,38.7850,0.062,15
26677569,11.601562,-26.110529,74.793063,-88.483302,0,0.1623,0.1967,0.0362,39.9155,0.011,42
26680984,46.346153,-46.178181,257.688093,-57.452613,0,0.2240,0.2124,0.0143,40.1021,0.009,15
26684850,105.292969,-28.291550,239.444272,-10.535383,0,0.0280,0.0297,0.0157,35.5733,0.119,64
26686114,315.351562,-11.262980,37.521390,-33.913346,0,0.0000,0.0000,0.0000,nan,0.073,65
26714405,257.695312,-19.629557,3.468324,11.727642,0,0.0000,0.0000,0.0000,nan,0.258,92
26751209,148.183594,-27.615883,261.257145,20.450605,0,0.1086,0.5838,0.6123,42.6670,0.069,62
26769312,112.324219,-7.782714,224.205244,4.775649,0,0.0000,0.0000,0.0000,nan,0.191,16
26794348,5.097656,-34.953865,341.347417,-79.738166,0,0.1561,0.1509,0.0128,39.2801,0.011,42
26808295,212.224579,-45.783966,316.782341,14.994318,0,0.0000,0.0000,0.0000,nan,0.081,16
26809513,54.674999,-52.801853,264.249774,-49.838503,0,0.2506,0.2351,0.0271,40.3510,0.020,42
26839367,62.578125,-37.732746,240.238462,-47.233981,0,0.0910,0.0870,0.3231,37.9927,0.007,62
26842116,242.578125,-35.136116,342.562980,12.013266,0,0.1232,2.4033,0.6982,46.4437,0.262,62
26928003,322.558594,-7.782714,45.364389,-38.681932,0,0.1986,0.2000,0.0128,39.9565,0.069,67
26985953,299.003906,-28.630989,12.435530,-25.829992,0,0.0000,0.0000,0.0000,nan,0.118,65
27009588,316.582031,-23.317957,24.016837,-39.363144,0,0.6658,0.6521,0.0249,42.9590,0.053,90
27045293,154.511719,-25.282602,264.359640,25.873166,0,0.0000,0.0000,0.0000,nan,0.057,65
27047619,295.136719,-28.630989,11.229235,-22.618953,0,0.2864,0.3567,0.2071,41.3924,0.112,90
27062714,200.687210,-50.674160,307.992172,11.889695,0,0.0000,0.0000,0.0000,nan,0.165,65
27064977,326.953125,-24.132875,26.462934,-48.728173,0,0.1694,0.1325,0.0302,38.9725,0.039,90
27104094,37.941177,-42.010422,255.447605,-64.702339,0,0.0000,0.0000,0.0000,nan,0.020,92
27214925,101.637932,-57.780128,267.448154,-23.320992,0,0.0000,0.0000,0.0000,nan,0.071,16
27222589,91.582031,-21.381943,227.741581,-19.166281,0,0.0000,0.0000,0.0000,nan,0.053,16
27255498,326.953125,-36.238361,7.925643,-50.268200,0,0.2609,0.3392,0.2756,41.2646,0.021,42
27258754,159.433594,-23.969482,267.570691,29.569810,0,0.6130,0.6823,0.0243,43.0788,0.063,90
27358045,222.866379,-46.571846,323.467301,11.458624,0,0.5249,0.5705,0.0214,42.6063,0.159,90
27410622,96.855469,-37.168900,245.165012,-20.467165,0,1.9243,1.7018,0.1983,45.5269,0.071,95
27418086,153.457031,-40.228184,273.061126,13.329703,0,0.0000,0.0000,0.0000,nan,0.141,65
27423771,143.261719,-36.423573,264.283147,11.152328,0,0.0000,0.0000,0.0000,nan,0.130,65
27431216,180.941422,-45.191612,294.184376,16.868890,0,0.4762,0.4896,0.0203,42.2066,0.093,90
27445310,204.082031,-28.971533,314.629158,32.878546,0,0.5231,0.4081,0.2973,41.7357,0.046,90
27489433,305.820007,-43.008633,357.617174,-34.395856,0,0.0000,0.0000,0.0000,nan,0.036,16
27496433,66.796875,-11.872187,207.187137,-37.337614,0,0.3671,0.4299,0.6661,41.8700,0.048,90
27519637,55.722656,-8.687297,196.684490,-45.539388,0,0.2322,0.2677,0.0142,40.6715,0.056,90
27533034,162.773438,-10.351558,260.950672,42.501888,0,0.2342,0.4819,0.2305,42.1650,0.027,90
27570837,96.567566,-55.682144,264.526175,-25.568972,0,0.2130,0.2112,0.0237,40.0881,0.082,62
27613436,345.585938,-23.155577,36.012154,-65.043302,0,0.7280,0.7301,0.0386,43.2589,0.028,90
27635345,227.109375,-18.052954,343.089194,33.926743,0,0.0000,0.0000,0.0000,nan,0.071,92
27655935,18.808594,-20.105511,161.986630,-81.113620,0,0.2021,0.1985,0.0187,39.9382,0.013,90
27698813,12.469880,-43.207821,303.957039,-73.917329,0,0.3475,0.4541,0.3268,42.0112,0.009,15
27723073,208.476562,-8.234748,328.292762,51.534623,0,0.1418,0.1540,0.3351,39.3285,0.034,42
27753416,359.289459,-54.724628,318.995195,-60.678402,0,0.0507,0.0693,0.0157,37.4721,0.012,42
27760539,223.945312,0.447628,356.325157,49.971110,0,0.2811,0.2754,0.0137,40.7421,0.037,90
27807303,166.992188,1.044512,255.021396,53.998015,0,0.4458,0.4228,0.0387,41.8269,0.030,90
27813710,312.011719,-32.442867,11.454611,-37.625206,0,0.1022,2.4881,0.8219,46.5352,0.051,42
27840303,342.246094,-32.089951,14.913826,-63.019498,0,0.5046,0.4866,0.0090,42.1905,0.015,90
27865279,111.796875,-16.179399,231.354956,0.328317,0,0.0691,0.0893,0.0180,38.0544,1.366,15
27872720,336.796875,-22.831406,32.339675,-57.140830,0,0.2597,0.2351,0.0194,40.3509,0.026,90
27883625,181.757812,-5.229529,282.927770,55.907893,0,0.0541,0.0912,0.0145,38.1024,0.029,64
27893568,230.097656,-13.248015,349.516431,35.816471,0,0.0000,0.0000,0.0000,nan,0.109,65
27924241,105.996094,-34.590576,245.537099,-12.637190,0,0.0000,0.0000,0.0000,nan,0.142,16
28006884,222.890625,-6.729813,347.970995,45.378759,0,0.0000,0.0000,0.0000,nan,0.071,16
28007244,108.984375,-20.264481,233.709021,-3.948004,0,0.0000,0.0000,0.0000,nan,0.752,92
28016462,49.218750,-22.185358,212.518419,-56.703570,0,0.1924,0.1801,0.0080,39.7034,0.017,62
28065067,33.398438,-25.778666,213.394015,-71.582506,0,0.4128,0.3386,0.4468,41.2605,0.014,90
28073345,133.945312,-6.129201,234.063954,24.092284,0,0.3172,0.5147,0.1708,42.3370,0.023,90
28092580,169.277344,-26.276812,277.915966,31.972295,0,0.3153,0.4876,0.2334,42.1957,0.049,90
28132311,264.375000,-1.342993,23.037231,15.747834,0,0.0000,0.0000,0.0000,nan,0.181,65
28208607,222.011719,-16.024099,339.619695,38.402485,0,0.4272,0.4271,0.0237,41.8528,0.082,42
28210173,242.226562,0.746060,12.325228,35.835321,0,0.1145,0.0811,0.3365,37.8337,0.118,42
28233509,79.309395,-56.446381,264.606676,-35.207993,0,0.2117,0.2639,0.0384,40.6359,0.020,15
28238969,256.640625,-18.681826,3.683072,13.086601,0,0.0000,0.0000,0.0000,nan,0.238,65
28258880,48.515625,-0.149208,180.654656,-46.412886,0,0.4260,0.4438,0.9777,41.9517,0.077,90
28282774,257.519531,-4.780192,16.323171,19.973211,0,0.1867,0.1977,0.0106,39.9286,0.507,90
28305390,22.324219,-2.388015,144.658614,-63.651311,0,0.1535,0.1465,0.0143,39.2096,0.036,42
28318934,95.625000,-27.447618,235.131876,-18.037553,0,0.3184,0.2995,0.0108,40.9513,0.044,90
28334351,234.492188,-3.433834,2.247905,39.545303,0,0.0000,0.0000,0.0000,nan,0.193,6
28381358,348.222656,-22.346588,39.584214,-67.159183,0,0.0000,0.0000,0.0000,nan,0.023,65
28396939,359.472656,-17.270004,68.719632,-74.184189,0,0.5819,0.5841,0.0144,42.6685,0.020,15
28413067,213.398438,-35.136116,321.353842,24.779534,0,0.3353,0.3340,0.0811,41.2256,0.054,90
28492953,72.773438,-22.185358,221.757534,-35.824363,0,0.0340,0.0251,0.0174,35.1955,0.038,15
28495414,42.798912,-55.873348,274.402032,-54.109361,0,0.4032,0.4448,0.6940,41.9576,0.015,90
28499486,71.894531,-22.024313,221.252528,-36.547481,0,0.0000,0.0000,0.0000,nan,0.042,65
28532408,109.687500,-15.249383,229.576508,-1.022697,0,0.0000,0.0000,0.0000,nan,0.609,16
28571862,112.324219,-6.880079,223.406803,5.202342,0,0.0000,0.0000,0.0000,nan,0.180,92
28596342,48.809525,-54.916332,269.755569,-51.928744,0,0.6205,0.6136,0.0385,42.7982,0.014,15
28616032,283.535156,-20.105511,15.164828,-9.590200,0,0.0000,0.0000,0.0000,nan,0.168,16
28661491,328.886719,-19.155010,34.500640,-48.995303,0,0.4290,0.3959,0.0258,41.6580,0.026,90
28667400,321.328125,-37.732746,5.579794,-45.800725,0,0.4559,0.4754,0.0491,42.1301,0.093,90
28710479,327.132355,-52.029728,343.988827,-47.877256,0,0.3209,0.3160,0.0410,41.0856,0.013,15
28730623,146.250000,-31.914005,262.980195,16.136232,0,0.5051,0.5954,0.0478,42.7185,0.096,90
28735008,231.300003,-43.008633,330.569100,11.461814,0,0.2434,0.2371,0.0203,40.3717,0.123,42
28823679,29.707031,-0.596842,157.089806,-58.925042,0,0.3928,0.3931,0.0501,41.6402,0.020,90
28853121,342.626587,-60.812271,325.706892,-50.630886,0,0.3226,0.3400,0.0250,41.2704,0.017,88
28883392,119.355469,-13.248015,232.403499,8.134014,0,0.0000,0.0000,0.0000,nan,0.083,92
28907681,162.597656,-9.291553,259.880658,43.235807,0,0.3127,0.3119,0.0084,41.0533,0.038,90
28919347,223.269226,-46.178181,323.903303,11.681717,0,0.0000,0.0000,0.0000,nan,0.142,16
28920225,267.539062,-1.940072,24.055427,12.684247,0,0.0000,0.0000,0.0000,nan,0.359,65
28928626,102.832031,-0.298417,213.184998,-0.160500,0,0.0000,0.0000,0.0000,nan,0.716,6
28931793,289.160156,-22.669609,14.997853,-15.418686,0,0.0000,0.0000,0.0000,nan,0.122,65
28978765,98.613281,-21.381943,230.445698,-13.156123,0,0.3802,0.3584,0.4576,41.4039,0.120,90
29000971,94.447678,-58.160370,267.029943,-27.132754,0,0.1774,0.1786,0.0070,39.6827,0.051,15
29011171,189.813828,-55.107937,301.174323,7.722230,0,0.0000,0.0000,0.0000,nan,0.345,16
29042961,88.945312,-24.788561,230.180313,-22.673259,0,0.0000,0.0000,0.0000,nan,0.033,65
29074185,197.929688,-4.630479,312.464420,57.865415,0,0.4310,0.4799,0.7553,42.1546,0.029,90
29101600,114.257812,-26.777105,241.746411,-2.774430,0,0.0000,0.0000,0.0000,nan,0.899,92
29102571,241.875000,-12.177298,359.884829,28.319319,0,0.1501,0.1469,0.0206,39.2161,0.269,42
29115554,163.652344,1.790785,250.116783,52.251561,0,0.0560,0.0809,0.0275,37.8256,0.028,42
29227269,214.101562,1.044512,344.483305,56.897492,0,0.4589,0.4399,0.0359,41.9289,0.030,42
29241258,345.058594,-2.985506,70.358650,-54.090143,0,0.0983,0.0774,0.8213,37.7257,0.052,90
29252985,183.339844,-16.024099,289.735259,45.869671,0,0.0000,0.0000,0.0000,nan,0.047,65
29268274,228.653839,-46.178181,327.201087,9.837692,0,0.0763,0.0539,0.0195,36.9040,0.202,90
29283382,252.949219,-21.702768,359.071938,14.105573,0,0.3013,0.3018,0.2596,40.9704,0.368,62
29308179,26.271675,-57.970295,289.603770,-57.748140,0,0.4459,0.3813,0.0452,41.5623,0.017,90
29308415,260.156250,-18.367102,5.861104,10.504739,0,0.0000,0.0000,0.0000,nan,0.273,92
29330683,147.304688,-17.739365,253.164119,27.041106,0,0.0000,0.0000,0.0000,nan,0.038,65
29331377,190.714279,-46.768478,301.402940,16.077794,0,0.0000,0.0000,0.0000,nan,0.099,16
29356260,269.472656,0.895283,27.549200,12.307210,0,0.0000,0.0000,0.0000,nan,0.364,16
29361009,309.693390,-50.480045,348.557528,-37.401523,0,0.0000,0.0000,0.0000,nan,0.025,16
29363058,67.148438,-38.491302,241.469346,-43.662089,0,0.0000,0.0000,0.0000,nan,0.026,65
29390759,344.003906,-19.471222,42.887485,-62.486413,0,0.1871,0.1763,0.0097,39.6516,0.032,42
29399206,229.394531,-25.944481,339.607422,26.329791,0,0.2087,0.1969,0.0207,39.9179,0.167,52
29416728,268.945312,-6.729813,20.461234,9.154863,0,0.0000,0.0000,0.0000,nan,0.706,6
29422697,83.671875,-21.863451,225.308699,-26.185148,0,0.2485,0.2564,0.0076,40.5647,0.025,42
29465049,63.457031,-22.346588,218.579656,-44.096977,0,0.0000,0.0000,0.0000,nan,0.027,16
29487870,114.257812,-34.409527,248.451126,-6.463365,0,0.0000,0.0000,0.0000,nan,0.641,92
29518677,223.417969,-3.882372,351.227713,47.201321,0,0.0000,0.0000,0.0000,nan,0.077,16
29557097,299.355469,-4.181528,36.774852,-16.575985,0,0.0000,0.0000,0.0000,nan,0.332,65
29559631,107.929688,-23.480536,236.131590,-6.288800,0,0.0776,0.1035,0.0160,38.3959,0.203,42
29580219,145.722656,-14.477512,249.310512,28.176806,0,0.0000,0.0000,0.0000,nan,0.056,65
29586650,264.103455,-63.260487,329.264918,-16.168640,0,0.3293,0.2738,1.2773,40.7274,0.056,90
29587925,5.460251,-45.191612,319.114536,-70.995216,0,0.0856,0.0613,0.0152,37.1954,0.008,15
29599343,135.000000,-61.001064,278.317614,-9.746000,0,0.4322,0.4306,0.0145,41.8740,0.187,90
29609624,22.148438,-9.140394,150.681087,-69.984425,0,0.3306,0.3330,0.0495,41.2180,0.029,67
29626182,143.789062,-13.401351,246.993119,27.483850,0,0.0000,0.0000,0.0000,nan,0.040,65
29629882,50.800781,-4.181528,187.335656,-47.160524,0,0.0860,2.5686,1.2057,46.6191,0.032,42
29654243,70.136719,-10.806923,207.728984,-33.922380,0,0.0000,0.0000,0.0000,nan,0.064,16
29675417,241.171875,-27.784405,346.973680,18.125928,0,0.1798,0.2116,0.0745,40.0937,0.200,90
29676720,175.078125,-32.974850,286.133890,27.566248,0,0.0000,0.0000,0.0000,nan,0.060,65
29725628,2.636719,-11.415158,89.521266,-71.582755,0,1.2492,1.3299,0.0861,44.8661,0.027,95
29743936,358.555054,-49.312840,325.539730,-65.228196,0,0.2909,0.3478,0.8771,41.3283,0.007,62
29774433,86.806450,-61.378410,270.368505,-31.208502,0,0.1285,0.1126,0.0056,38.5901,0.051,90
29824824,156.796875,-21.221792,263.435322,30.371099,0,0.4060,0.3722,0.0310,41.5004,0.086,90
29838870,210.761719,-14.169522,327.952052,45.195036,0,0.0000,0.0000,0.0000,nan,0.069,16
29865365,352.265625,-14.015684,63.128177,-66.743540,0,0.3780,0.3522,0.0098,41.3597,0.027,90
29902908,151.770187,-60.245399,283.855746,-3.610399,0,0.0000,0.0000,0.0000,nan,0.496,92
29925536,154.840912,-48.922794,278.883967,6.717358,0,0.3676,0.3801,0.1833,41.5536,0.210,90
29933389,343.476562,-1.044512,70.769616,-51.599079,0,0.5024,0.5396,0.2011,42.4600,0.070,15
30059671,306.035156,-34.228867,8.067226,-33.098626,0,0.2767,0.2513,0.3346,40.5147,0.052,15
30092260,330.292969,-4.181528,54.746645,-43.391020,0,0.0000,0.0000,0.0000,nan,0.069,65
30101939,206.542969,-11.719760,323.582515,48.944957,0,0.2524,0.4757,0.1738,42.1316,0.053,42
30106902,151.875000,-24.460293,261.727606,25.007451,0,0.0000,0.0000,0.0000,nan,0.040,65
30113708,207.070312,-9.442778,325.521725,50.918799,0,0.2906,0.2872,0.0248,40.8461,0.051,90
30115580,20.566406,-6.579593,143.940000,-68.184929,0,0.4096,0.3942,0.0215,41.6471,0.037,15
30119114,155.742188,-35.869247,272.002587,17.933570,0,0.0000,0.0000,0.0000,nan,0.076,16
30144793,78.398438,-22.831406,224.473531,-31.103061,0,0.1230,0.1217,0.0137,38.7737,0.031,15
