"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","CPI","TOT","AGRWTH","M","2008-12",0.7801126,
"PRT","CPI","TOT","AGRWTH","M","2009-01",0.2589152,
"PRT","CPI","TOT","AGRWTH","M","2009-02",0.195799,
"PRT","CPI","TOT","AGRWTH","M","2009-03",-0.4812846,
"PRT","CPI","TOT","AGRWTH","M","2009-04",-0.5438964,
"PRT","CPI","TOT","AGRWTH","M","2009-05",-1.171351,
"PRT","CPI","TOT","AGRWTH","M","2009-06",-1.590007,
"PRT","CPI","TOT","AGRWTH","M","2009-07",-1.542835,
"PRT","CPI","TOT","AGRWTH","M","2009-08",-1.330208,
"PRT","CPI","TOT","AGRWTH","M","2009-09",-1.664839,
"PRT","CPI","TOT","AGRWTH","M","2009-10",-1.457387,
"PRT","CPI","TOT","AGRWTH","M","2009-11",-0.5912017,
"PRT","CPI","TOT","AGRWTH","M","2009-12",-0.04635819,
"PRT","CPI","TOT","AGRWTH","M","2010-01",0.1161024,
"PRT","CPI","TOT","AGRWTH","M","2010-02",0.2030159,
"PRT","CPI","TOT","AGRWTH","M","2010-03",0.5665478,
"PRT","CPI","TOT","AGRWTH","M","2010-04",0.7241472,
"PRT","CPI","TOT","AGRWTH","M","2010-05",1.058207,
"PRT","CPI","TOT","AGRWTH","M","2010-06",1.174661,
"PRT","CPI","TOT","AGRWTH","M","2010-07",1.8882,
"PRT","CPI","TOT","AGRWTH","M","2010-08",1.980456,
"PRT","CPI","TOT","AGRWTH","M","2010-09",1.970145,
"PRT","CPI","TOT","AGRWTH","M","2010-10",2.347697,
"PRT","CPI","TOT","AGRWTH","M","2010-11",2.286047,
"PRT","CPI","TOT","AGRWTH","M","2010-12",2.515289,
"PRT","CPI","TOT","AGRWTH","M","2011-01",3.603672,
"PRT","CPI","TOT","AGRWTH","M","2011-02",3.563457,
"PRT","CPI","TOT","AGRWTH","M","2011-03",4.022748,
"PRT","CPI","TOT","AGRWTH","M","2011-04",4.037376,
"PRT","CPI","TOT","AGRWTH","M","2011-05",3.843368,
"PRT","CPI","TOT","AGRWTH","M","2011-06",3.405454,
"PRT","CPI","TOT","AGRWTH","M","2011-07",3.152364,
"PRT","CPI","TOT","AGRWTH","M","2011-08",2.905548,
"PRT","CPI","TOT","AGRWTH","M","2011-09",3.555239,
"PRT","CPI","TOT","AGRWTH","M","2011-10",4.198687,
"PRT","CPI","TOT","AGRWTH","M","2011-11",3.933859,
"PRT","CPI","TOT","AGRWTH","M","2011-12",3.611973,
"PRT","CPI","TOT","AGRWTH","M","2012-01",3.510754,
"PRT","CPI","TOT","AGRWTH","M","2012-02",3.599862,
"PRT","CPI","TOT","AGRWTH","M","2012-03",3.14852,
"PRT","CPI","TOT","AGRWTH","M","2012-04",3.005106,
"PRT","CPI","TOT","AGRWTH","M","2012-05",2.696853,
"PRT","CPI","TOT","AGRWTH","M","2012-06",2.710317,
"PRT","CPI","TOT","AGRWTH","M","2012-07",2.771004,
"PRT","CPI","TOT","AGRWTH","M","2012-08",3.076716,
"PRT","CPI","TOT","AGRWTH","M","2012-09",2.880633,
"PRT","CPI","TOT","AGRWTH","M","2012-10",2.130401,
"PRT","CPI","TOT","AGRWTH","M","2012-11",1.889436,
"PRT","CPI","TOT","AGRWTH","M","2012-12",1.91921,
"PRT","CPI","TOT","AGRWTH","M","2013-01",0.1748393,
"PRT","CPI","TOT","AGRWTH","M","2013-02",-0.0262552,
"PRT","CPI","TOT","AGRWTH","M","2013-03",0.4541689,
"PRT","CPI","TOT","AGRWTH","M","2013-04",0.1831484,
"PRT","CPI","TOT","AGRWTH","M","2013-05",0.7072009,
"PRT","CPI","TOT","AGRWTH","M","2013-06",0.9800388,
"PRT","CPI","TOT","AGRWTH","M","2013-07",0.7579247,
"PRT","CPI","TOT","AGRWTH","M","2013-08",0.153405,
"PRT","CPI","TOT","AGRWTH","M","2013-09",0.1155862,
"PRT","CPI","TOT","AGRWTH","M","2013-10",-0.2463421,
"PRT","CPI","TOT","AGRWTH","M","2013-11",-0.1534537,
"PRT","CPI","TOT","AGRWTH","M","2013-12",0.1952814,
"PRT","CPI","TOT","AGRWTH","M","2014-01",0.05851434,
"PRT","CPI","TOT","AGRWTH","M","2014-02",-0.08282661,
"PRT","CPI","TOT","AGRWTH","M","2014-03",-0.365667,
"PRT","CPI","TOT","AGRWTH","M","2014-04",-0.1410844,
"PRT","CPI","TOT","AGRWTH","M","2014-05",-0.4384007,
"PRT","CPI","TOT","AGRWTH","M","2014-06",-0.4193392,
"PRT","CPI","TOT","AGRWTH","M","2014-07",-0.8724599,
"PRT","CPI","TOT","AGRWTH","M","2014-08",-0.3593989,
"PRT","CPI","TOT","AGRWTH","M","2014-09",-0.3732309,
"PRT","CPI","TOT","AGRWTH","M","2014-10",0.003983072,
"PRT","CPI","TOT","AGRWTH","M","2014-11",0.0189617,
"PRT","CPI","TOT","AGRWTH","M","2014-12",-0.3569866,
"PRT","CPI","TOT","AGRWTH","M","2015-01",-0.3932284,
"PRT","CPI","TOT","AGRWTH","M","2015-02",-0.2072382,
"PRT","CPI","TOT","AGRWTH","M","2015-03",0.3101626,
"PRT","CPI","TOT","AGRWTH","M","2015-04",0.3979822,
"PRT","CPI","TOT","AGRWTH","M","2015-05",0.9543829,
"PRT","CPI","TOT","AGRWTH","M","2015-06",0.8023893,
"PRT","CPI","TOT","AGRWTH","M","2015-07",0.7668635,
"PRT","CPI","TOT","AGRWTH","M","2015-08",0.658093,
"PRT","CPI","TOT","AGRWTH","M","2015-09",0.8751336,
"PRT","CPI","TOT","AGRWTH","M","2015-10",0.6332832,
"PRT","CPI","TOT","AGRWTH","M","2015-11",0.6435777,
"PRT","CPI","TOT","AGRWTH","M","2015-12",0.3971858,
"PRT","CPI","TOT","AGRWTH","M","2016-01",0.7804512,
"PRT","CPI","TOT","AGRWTH","M","2016-02",0.4041939,
"PRT","CPI","TOT","AGRWTH","M","2016-03",0.449389,
"PRT","CPI","TOT","AGRWTH","M","2016-04",0.4756855,
"PRT","CPI","TOT","AGRWTH","M","2016-05",0.3325537,
"PRT","CPI","TOT","AGRWTH","M","2016-06",0.5461405,
"PRT","CPI","TOT","AGRWTH","M","2016-07",0.6108116,
"PRT","CPI","TOT","AGRWTH","M","2016-08",0.7236612,
"PRT","CPI","TOT","AGRWTH","M","2016-09",0.6298589,
"PRT","CPI","TOT","AGRWTH","M","2016-10",0.8845792,
"PRT","CPI","TOT","AGRWTH","M","2016-11",0.5750203,
"PRT","CPI","TOT","AGRWTH","M","2016-12",0.8777074,
"PRT","CPI","TOT","AGRWTH","M","2017-01",1.330856,
"PRT","CPI","TOT","AGRWTH","M","2017-02",1.552757,
"PRT","CPI","TOT","AGRWTH","M","2017-03",1.369849,
"PRT","CPI","TOT","AGRWTH","M","2017-04",1.978557,
"PRT","CPI","TOT","AGRWTH","M","2017-05",1.450715,
"PRT","CPI","TOT","AGRWTH","M","2017-06",0.9085641,
"PRT","CPI","TOT","AGRWTH","M","2017-07",0.901756,
"PRT","CPI","TOT","AGRWTH","M","2017-08",1.135665,
"PRT","CPI","TOT","AGRWTH","M","2017-09",1.389613,
"PRT","CPI","TOT","AGRWTH","M","2017-10",1.391736,
"PRT","CPI","TOT","AGRWTH","M","2017-11",1.549593,
"PRT","CPI","TOT","AGRWTH","M","2017-12",1.466212,
"PRT","CPI","TOT","AGRWTH","M","2018-01",1.031868,
"PRT","CPI","TOT","AGRWTH","M","2018-02",0.5772307,
"PRT","CPI","TOT","AGRWTH","M","2018-03",0.6883623,
"PRT","CPI","TOT","AGRWTH","M","2018-04",0.3965452,
"PRT","CPI","TOT","AGRWTH","M","2018-05",1.043151,
"PRT","CPI","TOT","AGRWTH","M","2018-06",1.516538,
"PRT","CPI","TOT","AGRWTH","M","2018-07",1.575729,
"PRT","CPI","TOT","AGRWTH","M","2018-08",1.216979,
"PRT","CPI","TOT","AGRWTH","M","2018-09",1.397746,
"PRT","CPI","TOT","AGRWTH","M","2018-10",0.9586179,
"PRT","CPI","TOT","AGRWTH","M","2018-11",0.8581024,
"PRT","CPI","TOT","AGRWTH","M","2018-12",0.6642454,
"PRT","CPI","TOT","AGRWTH","M","2019-01",0.4758354,
"PRT","CPI","TOT","AGRWTH","M","2019-02",0.9394077,
"PRT","CPI","TOT","AGRWTH","M","2019-03",0.8465701,
"PRT","CPI","TOT","AGRWTH","M","2019-04",0.7706906,
"PRT","CPI","TOT","AGRWTH","M","2019-05",0.4212041,
"PRT","CPI","TOT","AGRWTH","M","2019-06",0.3873739,
"PRT","CPI","TOT","AGRWTH","M","2019-07",-0.3154666,
"SVK","CPI","TOT","AGRWTH","M","2003-02",7.57156,
"SVK","CPI","TOT","AGRWTH","M","2003-03",7.933579,
"SVK","CPI","TOT","AGRWTH","M","2003-04",7.720588,
"SVK","CPI","TOT","AGRWTH","M","2003-05",7.614679,
"SVK","CPI","TOT","AGRWTH","M","2003-06",8.471455,
"SVK","CPI","TOT","AGRWTH","M","2003-07",8.679594,
"SVK","CPI","TOT","AGRWTH","M","2003-08",9.182736,
"SVK","CPI","TOT","AGRWTH","M","2003-09",9.523809,
"SVK","CPI","TOT","AGRWTH","M","2003-10",9.615385,
"SVK","CPI","TOT","AGRWTH","M","2003-11",9.798534,
"SVK","CPI","TOT","AGRWTH","M","2003-12",9.181818,
"SVK","CPI","TOT","AGRWTH","M","2004-01",8.290155,
"SVK","CPI","TOT","AGRWTH","M","2004-02",8.497854,
"SVK","CPI","TOT","AGRWTH","M","2004-03",8.205129,
"SVK","CPI","TOT","AGRWTH","M","2004-04",8.020478,
"SVK","CPI","TOT","AGRWTH","M","2004-05",8.354647,
"SVK","CPI","TOT","AGRWTH","M","2004-06",8.064516,
"SVK","CPI","TOT","AGRWTH","M","2004-07",8.496177,
"SVK","CPI","TOT","AGRWTH","M","2004-08",7.232969,
"SVK","CPI","TOT","AGRWTH","M","2004-09",6.605351,
"SVK","CPI","TOT","AGRWTH","M","2004-10",6.599833,
"SVK","CPI","TOT","AGRWTH","M","2004-11",6.338615,
"SVK","CPI","TOT","AGRWTH","M","2004-12",5.995004,
"SVK","CPI","TOT","AGRWTH","M","2005-01",3.189793,
"SVK","CPI","TOT","AGRWTH","M","2005-02",2.689873,
"SVK","CPI","TOT","AGRWTH","M","2005-03",2.448657,
"SVK","CPI","TOT","AGRWTH","M","2005-04",2.685624,
"SVK","CPI","TOT","AGRWTH","M","2005-05",2.360346,
"SVK","CPI","TOT","AGRWTH","M","2005-06",2.513747,
"SVK","CPI","TOT","AGRWTH","M","2005-07",1.957713,
"SVK","CPI","TOT","AGRWTH","M","2005-08",2.039216,
"SVK","CPI","TOT","AGRWTH","M","2005-09",2.27451,
"SVK","CPI","TOT","AGRWTH","M","2005-10",3.291536,
"SVK","CPI","TOT","AGRWTH","M","2005-11",3.372549,
"SVK","CPI","TOT","AGRWTH","M","2005-12",3.692066,
"SVK","CPI","TOT","AGRWTH","M","2006-01",4.095827,
"SVK","CPI","TOT","AGRWTH","M","2006-02",4.391371,
"SVK","CPI","TOT","AGRWTH","M","2006-03",4.471858,
"SVK","CPI","TOT","AGRWTH","M","2006-04",4.461538,
"SVK","CPI","TOT","AGRWTH","M","2006-05",4.842429,
"SVK","CPI","TOT","AGRWTH","M","2006-06",4.597701,
"SVK","CPI","TOT","AGRWTH","M","2006-07",4.99232,
"SVK","CPI","TOT","AGRWTH","M","2006-08",5.149885,
"SVK","CPI","TOT","AGRWTH","M","2006-09",4.601227,
"SVK","CPI","TOT","AGRWTH","M","2006-10",3.717754,
"SVK","CPI","TOT","AGRWTH","M","2006-11",4.324734,
"SVK","CPI","TOT","AGRWTH","M","2006-12",4.166667,
"SVK","CPI","TOT","AGRWTH","M","2007-01",3.043801,
"SVK","CPI","TOT","AGRWTH","M","2007-02",2.656826,
"SVK","CPI","TOT","AGRWTH","M","2007-03",2.730627,
"SVK","CPI","TOT","AGRWTH","M","2007-04",2.724595,
"SVK","CPI","TOT","AGRWTH","M","2007-05",2.272727,
"SVK","CPI","TOT","AGRWTH","M","2007-06",2.490843,
"SVK","CPI","TOT","AGRWTH","M","2007-07",2.26774,
"SVK","CPI","TOT","AGRWTH","M","2007-08",2.266082,
"SVK","CPI","TOT","AGRWTH","M","2007-09",2.859237,
"SVK","CPI","TOT","AGRWTH","M","2007-10",3.218727,
"SVK","CPI","TOT","AGRWTH","M","2007-11",3.127273,
"SVK","CPI","TOT","AGRWTH","M","2007-12",3.418182,
"SVK","CPI","TOT","AGRWTH","M","2008-01",3.818444,
"SVK","CPI","TOT","AGRWTH","M","2008-02",4.025881,
"SVK","CPI","TOT","AGRWTH","M","2008-03",4.238506,
"SVK","CPI","TOT","AGRWTH","M","2008-04",4.229391,
"SVK","CPI","TOT","AGRWTH","M","2008-05",4.587814,
"SVK","CPI","TOT","AGRWTH","M","2008-06",4.646176,
"SVK","CPI","TOT","AGRWTH","M","2008-07",4.864091,
"SVK","CPI","TOT","AGRWTH","M","2008-08",5.003574,
"SVK","CPI","TOT","AGRWTH","M","2008-09",5.345688,
"SVK","CPI","TOT","AGRWTH","M","2008-10",5.173635,
"SVK","CPI","TOT","AGRWTH","M","2008-11",4.866008,
"SVK","CPI","TOT","AGRWTH","M","2008-12",4.360056,
"SVK","CPI","TOT","AGRWTH","M","2009-01",3.400416,
"SVK","CPI","TOT","AGRWTH","M","2009-02",2.971666,
"SVK","CPI","TOT","AGRWTH","M","2009-03",2.41213,
"SVK","CPI","TOT","AGRWTH","M","2009-04",2.13205,
"SVK","CPI","TOT","AGRWTH","M","2009-05",1.850583,
"SVK","CPI","TOT","AGRWTH","M","2009-06",1.775956,
"SVK","CPI","TOT","AGRWTH","M","2009-07",1.637108,
"SVK","CPI","TOT","AGRWTH","M","2009-08",1.293397,
"SVK","CPI","TOT","AGRWTH","M","2009-09",0.67659,
"SVK","CPI","TOT","AGRWTH","M","2009-10",0.4043127,
"SVK","CPI","TOT","AGRWTH","M","2009-11",0.403497,
"SVK","CPI","TOT","AGRWTH","M","2009-12",0.5390835,
"SVK","CPI","TOT","AGRWTH","M","2010-01",0.4026846,
"SVK","CPI","TOT","AGRWTH","M","2010-02",0.4026846,
"SVK","CPI","TOT","AGRWTH","M","2010-03",0.807537,
"SVK","CPI","TOT","AGRWTH","M","2010-04",1.212121,
"SVK","CPI","TOT","AGRWTH","M","2010-05",1.211305,
"SVK","CPI","TOT","AGRWTH","M","2010-06",0.9395973,
"SVK","CPI","TOT","AGRWTH","M","2010-07",1.073825,
"SVK","CPI","TOT","AGRWTH","M","2010-08",1.075269,
"SVK","CPI","TOT","AGRWTH","M","2010-09",1.075269,
"SVK","CPI","TOT","AGRWTH","M","2010-10",0.9395973,
"SVK","CPI","TOT","AGRWTH","M","2010-11",1.004689,
"SVK","CPI","TOT","AGRWTH","M","2010-12",1.340483,
"SVK","CPI","TOT","AGRWTH","M","2011-01",3.008021,
"SVK","CPI","TOT","AGRWTH","M","2011-02",3.342246,
"SVK","CPI","TOT","AGRWTH","M","2011-03",3.604806,
"SVK","CPI","TOT","AGRWTH","M","2011-04",3.725882,
"SVK","CPI","TOT","AGRWTH","M","2011-05",3.989362,
"SVK","CPI","TOT","AGRWTH","M","2011-06",3.922872,
"SVK","CPI","TOT","AGRWTH","M","2011-07",3.71846,
"SVK","CPI","TOT","AGRWTH","M","2011-08",3.922872,
"SVK","CPI","TOT","AGRWTH","M","2011-09",4.255319,
"SVK","CPI","TOT","AGRWTH","M","2011-10",4.454787,
"SVK","CPI","TOT","AGRWTH","M","2011-11",4.64191,
"SVK","CPI","TOT","AGRWTH","M","2011-12",4.431217,
"SVK","CPI","TOT","AGRWTH","M","2012-01",3.893576,
"SVK","CPI","TOT","AGRWTH","M","2012-02",3.8163,
"SVK","CPI","TOT","AGRWTH","M","2012-03",3.737113,
"SVK","CPI","TOT","AGRWTH","M","2012-04",3.592046,
"SVK","CPI","TOT","AGRWTH","M","2012-05",3.324808,
"SVK","CPI","TOT","AGRWTH","M","2012-06",3.582854,
"SVK","CPI","TOT","AGRWTH","M","2012-07",3.649168,
"SVK","CPI","TOT","AGRWTH","M","2012-08",3.646833,
"SVK","CPI","TOT","AGRWTH","M","2012-09",3.635204,
"SVK","CPI","TOT","AGRWTH","M","2012-10",3.819223,
"SVK","CPI","TOT","AGRWTH","M","2012-11",3.358682,
"SVK","CPI","TOT","AGRWTH","M","2012-12",3.229892,
"SVK","CPI","TOT","AGRWTH","M","2013-01",2.435977,
"SVK","CPI","TOT","AGRWTH","M","2013-02",2.180685,
"SVK","CPI","TOT","AGRWTH","M","2013-03",1.925466,
"SVK","CPI","TOT","AGRWTH","M","2013-04",1.609907,
"SVK","CPI","TOT","AGRWTH","M","2013-05",1.670792,
"SVK","CPI","TOT","AGRWTH","M","2013-06",1.60593,
"SVK","CPI","TOT","AGRWTH","M","2013-07",1.544163,
"SVK","CPI","TOT","AGRWTH","M","2013-08",1.358025,
"SVK","CPI","TOT","AGRWTH","M","2013-09",0.9846154,
"SVK","CPI","TOT","AGRWTH","M","2013-10",0.6131208,
"SVK","CPI","TOT","AGRWTH","M","2013-11",0.4904966,
"SVK","CPI","TOT","AGRWTH","M","2013-12",0.4294479,
"SVK","CPI","TOT","AGRWTH","M","2014-01",0,
"SVK","CPI","TOT","AGRWTH","M","2014-02",-0.06097561,
"SVK","CPI","TOT","AGRWTH","M","2014-03",-0.1828154,
"SVK","CPI","TOT","AGRWTH","M","2014-04",-0.1218769,
"SVK","CPI","TOT","AGRWTH","M","2014-05",0,
"SVK","CPI","TOT","AGRWTH","M","2014-06",-0.06079027,
"SVK","CPI","TOT","AGRWTH","M","2014-07",-0.1216545,
"SVK","CPI","TOT","AGRWTH","M","2014-08",-0.182704,
"SVK","CPI","TOT","AGRWTH","M","2014-09",-0.06093845,
"SVK","CPI","TOT","AGRWTH","M","2014-10",0,
"SVK","CPI","TOT","AGRWTH","M","2014-11",0,
"SVK","CPI","TOT","AGRWTH","M","2014-12",-0.1221747,
"SVK","CPI","TOT","AGRWTH","M","2015-01",-0.4268293,
"SVK","CPI","TOT","AGRWTH","M","2015-02",-0.4881025,
"SVK","CPI","TOT","AGRWTH","M","2015-03",-0.3052503,
"SVK","CPI","TOT","AGRWTH","M","2015-04",-0.1830384,
"SVK","CPI","TOT","AGRWTH","M","2015-05",-0.06086427,
"SVK","CPI","TOT","AGRWTH","M","2015-06",-0.06082725,
"SVK","CPI","TOT","AGRWTH","M","2015-07",-0.182704,
"SVK","CPI","TOT","AGRWTH","M","2015-08",-0.1830384,
"SVK","CPI","TOT","AGRWTH","M","2015-09",-0.5487805,
"SVK","CPI","TOT","AGRWTH","M","2015-10",-0.5484461,
"SVK","CPI","TOT","AGRWTH","M","2015-11",-0.4270897,
"SVK","CPI","TOT","AGRWTH","M","2015-12",-0.4892966,
"SVK","CPI","TOT","AGRWTH","M","2016-01",-0.6123699,
"SVK","CPI","TOT","AGRWTH","M","2016-02",-0.4291846,
"SVK","CPI","TOT","AGRWTH","M","2016-03",-0.5511329,
"SVK","CPI","TOT","AGRWTH","M","2016-04",-0.4278729,
"SVK","CPI","TOT","AGRWTH","M","2016-05",-0.8526188,
"SVK","CPI","TOT","AGRWTH","M","2016-06",-0.7912356,
"SVK","CPI","TOT","AGRWTH","M","2016-07",-0.9151922,
"SVK","CPI","TOT","AGRWTH","M","2016-08",-0.8557457,
"SVK","CPI","TOT","AGRWTH","M","2016-09",-0.4904966,
"SVK","CPI","TOT","AGRWTH","M","2016-10",-0.3063726,
"SVK","CPI","TOT","AGRWTH","M","2016-11",-0.1838235,
"SVK","CPI","TOT","AGRWTH","M","2016-12",0.1843884,
"SVK","CPI","TOT","AGRWTH","M","2017-01",0.6777573,
"SVK","CPI","TOT","AGRWTH","M","2017-02",1.108374,
"SVK","CPI","TOT","AGRWTH","M","2017-03",0.9852217,
"SVK","CPI","TOT","AGRWTH","M","2017-04",0.7980356,
"SVK","CPI","TOT","AGRWTH","M","2017-05",1.105651,
"SVK","CPI","TOT","AGRWTH","M","2017-06",0.9815951,
"SVK","CPI","TOT","AGRWTH","M","2017-07",1.416256,
"SVK","CPI","TOT","AGRWTH","M","2017-08",1.541307,
"SVK","CPI","TOT","AGRWTH","M","2017-09",1.663586,
"SVK","CPI","TOT","AGRWTH","M","2017-10",1.720959,
"SVK","CPI","TOT","AGRWTH","M","2017-11",1.903008,
"SVK","CPI","TOT","AGRWTH","M","2017-12",1.840491,
"SVK","CPI","TOT","AGRWTH","M","2018-01",2.44798,
"SVK","CPI","TOT","AGRWTH","M","2018-02",2.131547,
"SVK","CPI","TOT","AGRWTH","M","2018-03",2.439024,
"SVK","CPI","TOT","AGRWTH","M","2018-04",2.923264,
"SVK","CPI","TOT","AGRWTH","M","2018-05",2.673147,
"SVK","CPI","TOT","AGRWTH","M","2018-06",2.794654,
"SVK","CPI","TOT","AGRWTH","M","2018-07",2.610807,
"SVK","CPI","TOT","AGRWTH","M","2018-08",2.853673,
"SVK","CPI","TOT","AGRWTH","M","2018-09",2.727273,
"SVK","CPI","TOT","AGRWTH","M","2018-10",2.477341,
"SVK","CPI","TOT","AGRWTH","M","2018-11",2.108434,
"SVK","CPI","TOT","AGRWTH","M","2018-12",1.987952,
"SVK","CPI","TOT","AGRWTH","M","2019-01",2.210275,
"SVK","CPI","TOT","AGRWTH","M","2019-02",2.265951,
"SVK","CPI","TOT","AGRWTH","M","2019-03",2.678571,
"SVK","CPI","TOT","AGRWTH","M","2019-04",2.307692,
"SVK","CPI","TOT","AGRWTH","M","2019-05",2.662722,
"SVK","CPI","TOT","AGRWTH","M","2019-06",2.600473,
"SVK","CPI","TOT","AGRWTH","M","2019-07",2.840237,
"ESP","CPI","TOT","AGRWTH","M","2003-02",3.841929,
"ESP","CPI","TOT","AGRWTH","M","2003-03",3.705475,
"ESP","CPI","TOT","AGRWTH","M","2003-04",3.148554,
"ESP","CPI","TOT","AGRWTH","M","2003-05",2.684064,
"ESP","CPI","TOT","AGRWTH","M","2003-06",2.746614,
"ESP","CPI","TOT","AGRWTH","M","2003-07",2.817124,
"ESP","CPI","TOT","AGRWTH","M","2003-08",2.992669,
"ESP","CPI","TOT","AGRWTH","M","2003-09",2.916198,
"ESP","CPI","TOT","AGRWTH","M","2003-10",2.593925,
"ESP","CPI","TOT","AGRWTH","M","2003-11",2.768162,
"ESP","CPI","TOT","AGRWTH","M","2003-12",2.604509,
"ESP","CPI","TOT","AGRWTH","M","2004-01",2.304987,
"ESP","CPI","TOT","AGRWTH","M","2004-02",2.134988,
"ESP","CPI","TOT","AGRWTH","M","2004-03",2.13949,
"ESP","CPI","TOT","AGRWTH","M","2004-04",2.701707,
"ESP","CPI","TOT","AGRWTH","M","2004-05",3.403801,
"ESP","CPI","TOT","AGRWTH","M","2004-06",3.499428,
"ESP","CPI","TOT","AGRWTH","M","2004-07",3.361603,
"ESP","CPI","TOT","AGRWTH","M","2004-08",3.345006,
"ESP","CPI","TOT","AGRWTH","M","2004-09",3.220769,
"ESP","CPI","TOT","AGRWTH","M","2004-10",3.583814,
"ESP","CPI","TOT","AGRWTH","M","2004-11",3.505574,
"ESP","CPI","TOT","AGRWTH","M","2004-12",3.227264,
"ESP","CPI","TOT","AGRWTH","M","2005-01",3.080733,
"ESP","CPI","TOT","AGRWTH","M","2005-02",3.300368,
"ESP","CPI","TOT","AGRWTH","M","2005-03",3.395379,
"ESP","CPI","TOT","AGRWTH","M","2005-04",3.46833,
"ESP","CPI","TOT","AGRWTH","M","2005-05",3.058036,
"ESP","CPI","TOT","AGRWTH","M","2005-06",3.135478,
"ESP","CPI","TOT","AGRWTH","M","2005-07",3.288163,
"ESP","CPI","TOT","AGRWTH","M","2005-08",3.284788,
"ESP","CPI","TOT","AGRWTH","M","2005-09",3.733996,
"ESP","CPI","TOT","AGRWTH","M","2005-10",3.513385,
"ESP","CPI","TOT","AGRWTH","M","2005-11",3.412348,
"ESP","CPI","TOT","AGRWTH","M","2005-12",3.735353,
"ESP","CPI","TOT","AGRWTH","M","2006-01",4.191235,
"ESP","CPI","TOT","AGRWTH","M","2006-02",3.972563,
"ESP","CPI","TOT","AGRWTH","M","2006-03",3.886793,
"ESP","CPI","TOT","AGRWTH","M","2006-04",3.856733,
"ESP","CPI","TOT","AGRWTH","M","2006-05",4.031989,
"ESP","CPI","TOT","AGRWTH","M","2006-06",3.946366,
"ESP","CPI","TOT","AGRWTH","M","2006-07",3.964679,
"ESP","CPI","TOT","AGRWTH","M","2006-08",3.721907,
"ESP","CPI","TOT","AGRWTH","M","2006-09",2.919033,
"ESP","CPI","TOT","AGRWTH","M","2006-10",2.50738,
"ESP","CPI","TOT","AGRWTH","M","2006-11",2.605745,
"ESP","CPI","TOT","AGRWTH","M","2006-12",2.665776,
"ESP","CPI","TOT","AGRWTH","M","2007-01",2.391933,
"ESP","CPI","TOT","AGRWTH","M","2007-02",2.413124,
"ESP","CPI","TOT","AGRWTH","M","2007-03",2.463888,
"ESP","CPI","TOT","AGRWTH","M","2007-04",2.434222,
"ESP","CPI","TOT","AGRWTH","M","2007-05",2.347461,
"ESP","CPI","TOT","AGRWTH","M","2007-06",2.38057,
"ESP","CPI","TOT","AGRWTH","M","2007-07",2.242685,
"ESP","CPI","TOT","AGRWTH","M","2007-08",2.174863,
"ESP","CPI","TOT","AGRWTH","M","2007-09",2.679569,
"ESP","CPI","TOT","AGRWTH","M","2007-10",3.585319,
"ESP","CPI","TOT","AGRWTH","M","2007-11",4.069721,
"ESP","CPI","TOT","AGRWTH","M","2007-12",4.22069,
"ESP","CPI","TOT","AGRWTH","M","2008-01",4.276834,
"ESP","CPI","TOT","AGRWTH","M","2008-02",4.366898,
"ESP","CPI","TOT","AGRWTH","M","2008-03",4.501578,
"ESP","CPI","TOT","AGRWTH","M","2008-04",4.187322,
"ESP","CPI","TOT","AGRWTH","M","2008-05",4.602932,
"ESP","CPI","TOT","AGRWTH","M","2008-06",5.011861,
"ESP","CPI","TOT","AGRWTH","M","2008-07",5.274074,
"ESP","CPI","TOT","AGRWTH","M","2008-08",4.904377,
"ESP","CPI","TOT","AGRWTH","M","2008-09",4.539386,
"ESP","CPI","TOT","AGRWTH","M","2008-10",3.556476,
"ESP","CPI","TOT","AGRWTH","M","2008-11",2.383073,
"ESP","CPI","TOT","AGRWTH","M","2008-12",1.43242,
"ESP","CPI","TOT","AGRWTH","M","2009-01",0.8066205,
"ESP","CPI","TOT","AGRWTH","M","2009-02",0.6612388,
"ESP","CPI","TOT","AGRWTH","M","2009-03",-0.0610707,
"ESP","CPI","TOT","AGRWTH","M","2009-04",-0.1596824,
"ESP","CPI","TOT","AGRWTH","M","2009-05",-0.8637874,
"ESP","CPI","TOT","AGRWTH","M","2009-06",-0.997368,
"ESP","CPI","TOT","AGRWTH","M","2009-07",-1.368367,
"ESP","CPI","TOT","AGRWTH","M","2009-08",-0.8111936,
"ESP","CPI","TOT","AGRWTH","M","2009-09",-1.026004,
"ESP","CPI","TOT","AGRWTH","M","2009-10",-0.6609838,
"ESP","CPI","TOT","AGRWTH","M","2009-11",0.3029001,
"ESP","CPI","TOT","AGRWTH","M","2009-12",0.7946276,
"ESP","CPI","TOT","AGRWTH","M","2010-01",1.028629,
"ESP","CPI","TOT","AGRWTH","M","2010-02",0.8339618,
"ESP","CPI","TOT","AGRWTH","M","2010-03",1.415305,
"ESP","CPI","TOT","AGRWTH","M","2010-04",1.504279,
"ESP","CPI","TOT","AGRWTH","M","2010-05",1.765329,
"ESP","CPI","TOT","AGRWTH","M","2010-06",1.500361,
"ESP","CPI","TOT","AGRWTH","M","2010-07",1.914935,
"ESP","CPI","TOT","AGRWTH","M","2010-08",1.816313,
